Deskripsi,Jenis_Konflik,Mediasi
"Medan (Antara) - Partai Perindo Sumatera Utara berupaya memprioriraskan berbagai upaya untuk meningkatkan soliditas guna mencegah konflik internal seperti yang dialami partai politik. Ketua Partai Perindo Sumut Rudi Zulham Hasibuan di Medan Minggu mengatakan pihaknya merasa sangat prihatin dengan konflik internal yang terjadi di sejumlah parpol di Tanah Air. Konflik tersebut menyebabkan kinerja dan kekuatan parpol tertentu menjadi menurun karena potensi yang ada tersita untuk menyelesaikan masalah yang muncul. Apalagi jika konflik tersebut berujung pada masalah hukum sehingga dapat semakin mengurangi kinerja partai dalam mendekati rakyat. ""Biar bagaimana pun konflik itu akan menyita waktu dan tenaga"" katanya. Karena itu kata dia sebagai partai baru dalam perpolitikan nasional Partai Perindo selalu menjadikan konflik yang dialami berbagai parpol tersebut sebagai pengalaman. Untuk menciptakan kondisi itu Partai Perindo Sumut selalu memprioritaskan berbagai program yang dapat meningkatkan soliditas dan solidaritas antar kader dan pengurus. ""Seluruh pengurus selalu diingatkan untuk solid. Kalau solid banyak kerja yang bisa dihasilkan"" kata Rudi didampingi Sekretaris Partai Perindo Sumut Binsar Simatupang. Sebelumnya Rudi juga menegaskan bahwa Partai Perindo tidak memosisikan sebagai pesaing bagi parpol lain melainkan menawarkan sinerji dalam mewujudkan kesejahteraan rakyat. Sesuai dengan nama awal yakni Persatuan Indonesia Partai Perindo menginginkan adanya persatuan antarparpol untuk mewujudkan cita-cita kemerdekaan itu. ""Perindo bukan hadir untuk menciptakan persaingan tetapi sinerji bagi seluruh parpol di Indonesia. Sesuai namanya kami mengajak semua bersatu untuk kesejahteraan Indonesia"" katanya. (*/jno)",Konflik Kepengurusan Partai,Keputusan Pimpinan
"JAKARTA iNews.id - DPP Partai Perindo akan melakukan upaya perdamaian antara dua orang calon anggota legislatif (caleg) di Surabaya Jawa Timur. Keduanya berselisih karena kesalahpahaman di antara mereka.   Sekjen DPP Partai Perindo Ahmad Rofiq mengatakan salah paham itu membuat persinggungan antara dua caleg DPR tersebut. ""Keduanya caleg DPR di dapil yang sama. Jadi saling ada kesalahpahaman antara mereka berdua"" kata Rofiq di kantor DPP Partai Perindo Jakarta Rabu (24/4/2019).   Rofiq memaparkan konflik ini merupakan dinamika politik yang biasa terjadi di partai politik mana pun. Untuk itu DPP Partai Perindo berupaya untuk mendamaikan kedua belah pihak meski persoalannya kasus ini sudah masuk ke ranah hukum.   ""Kalau misalnya nanti dari pihak yang melaporkan bisa berdamai itu akan menjadi lebih baik. Jadi upaya untuk mendamaikan ini akan kita tempuh agar problem ini tidak terus menerus berlanjut"" kata dia.   Rofiq menjelaskan DPP Partai Perindo memberikan kewenangan kepada DPW Partai Perindo Jawa Timur dan DPD Partai Perindo Surabaya untuk menyelesaikan konflik antara dua caleg asal Surabaya tersebut yakni dengan mempertemukan kedua belah pihak agar masalah ini bisa diselesaikan dengan baik. ""DPP dalam konteks ini memberikan kepercayaan kepada DPW Jawa timur sekaligus DPD Kota Surabaya untuk melakukan dialog memediasi antara kedua belah pihak agar persoalan ini cepat selesai "" ujarnya.   Untuk menyelesaikan konflik tersebut Partai Perindo mempunyai mekanisme internal jika terdapat persoalan antarcaleg ataupun antarstruktur partai guna memberikan jalan terbaik agar segala persoalan bisa berakhir damai.   Lewat mekanisme itu semua problem yang dihadapi oleh kader maupun caleg semua bisa diselesaikan dengan baik.   Dia pun mengajak kepada semua pihak untuk ikut meredam permasalahan dan bisa menyejukkan suasana yang tengah memanas sehingga konflik tersebut dapat segera diselesaikan.   ""Kami di internal partai ikut meredam agar persoalan ini tidak menjadi lebih panas cepat selesai dan tidak ada pihak luar yang memanfaatkan situasi ini"" tuturnya.",Konflik Caleg,Jalur Hukum
"Konflik di tubuh Dewan Pimpinan Daerah (DPD) Partai Perindo Kabupaten Jombang semakin memanas. Rencana menempuh jalur hukum pun akan dilakukan oleh salah satu kader Perindo untuk menyelesaikan konflik yang ada di tubuh partai besutan Hary Tanoesoedibjo itu.   Konflik pecah karena pencopotan Medan Amrullah dari jabatan sekretaris DPD Partai Perindo Kabupaten Jombang. Hal tersebut akan disikapi oleh pihak Medan melalui jalur hukum. Rencana tersebut disampaikan langsung oleh Medan saat diwawancarai JombangTIMES Rabu (18/7) siang.   Medan mengakatakan bahwa pihaknya hari ini telah melayangkan surat somasi kepada Ketua DPD Partai Perindo Kabupaten Jombang Achmad Tohari. Di surat somasi itu pihak Medan memberikan waktu 1 kali 24 jam untuk memberikan keterangan di hadapan publik mengenai alasan pencopotan dirinya (Medan red).   ""Dalam waktu 1 kali 24 jam untuk menyampaikan kepada publik melalui media massa tentang apa yang dimaksud dengan saya tidak bisa bekerja sama. Itu harus disampaikan ke masyarakat"" ungkapnya.   Selain itu bila surat somasi tidak ditanggapi Medan menyampaikan akan menempuh jalur hukum ke tingkat pengadilan. ""Kalau memang tidak dilakukan dalam kurun waktu 1 kali 24 jam maka kami akan melakukan langkah-langkah berikutnya. Bisa jadi nanti putusannya ke langkah hukum bisa jadi ke pengadilan. Itu sudah kami diakusikan sudah kami persiapkan. Kami tunggu jawaban dari somasi kami"" bebernya.   Saat disinggung mengenai langkah hukum apa yang akan dilakukan Medan menjelaskan ada unsur tindakan melanggar hukum dengan perbuatan tidak menyenangkan dari ketua DPD Partai Perindo Kabupaten Jombang terhadap dirinya. ""Ya kalau kita lihat itu ada pelanggaran. Perbuatan yang tidak menyenangkan. Karena apa karena selama hampir satu bulan saya disembunyikan dari SK itu (SK DPP Partai Perindo mengenai pergantian kepengurusan red). Sebenarnya mereka kan tahu kalau saya diajukan untuk diganti"" ucapnya. Lebih lanjut Medan merasa dipermainkan oleh ketua DPD Partai Perindo Kabupaten Jombang. Bahwasanya dirinya masih ditugaskan untuk memimpin rapat pada tanggal 9 Juli 2018 dengan status jabatan sekretaris DPD. Sedangkan SK DPP Partai Perindo Nomor: 2215 - SK/DPP-PARTAI PERINDO/VI/2018 yang berisi pergantian kepengurusan partai telah ditetapkan pada 21 Juni 2018.   ""Rapat terakhir 9 Juli saya juga masih diposisikan untuk memimpin rapat sebagai sekretaris. Jadi semua ditutupi dan benar-benar kebohongan publik dan perbuatan yang tidak menyenangkan. Ini juga bagian daripada pemikiran kami untuk masuk ke ranah hukum"" pungkasnya.   Sementara saat berusaha dikonfirmasi di kantor DPD Partai Perindo Kabupaten Jombang di KH Hasyim Asy'ari No.50 A Kecamatan/Kabupaten Jombang Rabu (18/7) pukul 11.50 WIB Ketua DPD Partai Perindo Kabupaten Jombang Achmad Tohari sedang tidak ada di tempat. Saat berusaha dihubungi melalui sambungan telepon dan pesan singkat WhatsApp oleh JombangTIMES di nomor pribadi Achmad Tohari yang bersangkutan tidak menanggapi.(",Konflik Caleg,Jalur Hukum
"Ketua Dewan Perwakilan Rakyat (DPR) Puan Maharani angkat suara ihwal keputusan Partai NasDem yang secara mendadak resmi mengumumkan Anies Baswedan sebagai capres 2024.   Puan tak mau ikut campur soal keputusan Partai NasDem. Menurut dia setiap partai politik memiliki kewenangan untuk memilih dan menetapkan calon yang bakal maju dalam kontestasi Pilpres.   ""Setiap parpol tentu punya mekanisme sendiri-sendiri untuk bisa menetapkan memilih calon-calon yang nanti akan masuk dalam kontestasi tahun 2024"" kata Puan di kompleks parlemen Selasa (4/10).   Namun Puan mengingatkan semua pihak mestinya bisa menahan diri menyusul situasi duka usai insiden yang menewaskan ratusan orang di Stadion Kanjuruhan Malang Jawa Timur.   Menurut dia semua pihak mestinya bisa fokus untuk menyelesaikan insiden tersebut terlebih dahulu.   ""Jadi ya itu saat ini saya kita semua sedang dalam situasi duka terkait dengan banyak sekali korban yang berjatuhan dalam kejadian yang ada di stadion Kanjuruhan"" kata Puan   ""Lebih baik kita fokus dulu untuk bisa menyelesaikan masalah tersebut"" tambahnya.   Sementara diketahui tak hanya NasDem yang resmi mengumumkan Anies sebagai capres mereka di 2024. Langkah serupa juga dilakukan Partai Solidaritas Indonesia (PSI) dengan mencalonkan Ganjar Pranowo dan Yenny Wahid sebagai capres dan cawapres mereka di 2024.   Keputusan PSI belakangan bahkan menuai olok-olok dari warganet. Di media sosial Twitter Ketua Umum PSI Giring Ganesha dibully netizen usai pernyataan dia sebelumnya yang mengaku tak akan bicara politik menyusul insiden Kanjuruhan. PSI dianggap menelan ludah sendiri karena mengumumkan Ganjar dan Yenny sebsgau capres dan cawapres usai cuitan Giring.   ""Muak melihat politisi lain yang suka menjilat ludah sendiri Giring Garesha memilih untuk mukbang muntahannya sendiri"" ucap salah satu warganet.",Konflik Dukungan Capres,Tidak Ada
"Politikus Tsamara Amany mengundurkan diri dari jajaran pengurus dan kader Partai Solidaritas Indonesia (PSI) terhitung mulai hari ini (18/4). Keputusan tersebut diumumkan Tsamara melalui akun YouTube pribadinya berjudul   ""Terima Kasih PSI"".   Dalam video tersebut Tsamara mengaku mengambil langkah ini karena membutuhkan pengalaman baru di luar partai politik setelah menghabiskan 5 tahun bersama PSI.   ""Keputusan ini saya ambil atas dasar pertimbangan pribadi saya merasa saya membutuhkan perjalan baru di luar partai politik"" ujar Tsamara dalam video berdurasi 7 menit ini Senin (18/4).   Tsamara menjelaskan pengunduran dirinya bukan ia lakukan karena ingin berkiprah di partai politik lain atau akibat memiliki konflik di internal dengan sesama kader PSI. Dia mengundurkan diri secara baik-baik.   Untuk saat ini Tsamara ingin lebih memfokuskan diri mengabdi untuk Indonesia melalui cara-cara di luar jalur politik praktis. Sebab dia masih meyakini politik menjadi jalan yang paling masuk akal untuk membawa perubahan.   ""Fokus menyuarakan isu perempuan dan mengabdi untuk kepentingan perempuan"" jelasnya.   Meski kini sudah tak lagi menjadi bagian dari PSI Tsamara tetap menganggap partai ini sebagai rumah sekaligus tempat dia belajar politik. ""Saya ingin ucapkan terima kasih dari lubuk hati paling dalam.""   The top 5 reef-safe sunscreens for 2022   Menanggapi pengunduran diri ini Wakil Ketua Dewan Pembina PSI Grace Natalie merasa kehilangan salah satu kader terbaiknya.   ""Tentu merasa kehilangan tapi sejak awal PSI itu memang dibangun untuk menjadi organisasi yang bukan figur sentrik"" jelasnya saat dihubungi Katadata Senin (18/4).   Grace menjelaskan sejak awal PSI memang menjadi partai politik yang tidak mengandalkan ketokohan. PSI pun ingin masyarakat melihat partai tersebut secara organisasi bukan menilai berdasarkan orang per orang yang memimpin partai.   ""Partai yang hanya mengandalkan tokoh tidak sustainable"" tegasnya.   Grace sangat menghormati keinginan Tsamara untuk mencari pengalaman lain di luar partai politik. Sebab Tsamara telah bergabung di PSI sejak ia masih menjalani pendidikan di perguruan tinggi.   Menurut Grace pengunduran diri ini akan memberikan Tsamara kesempatan untuk mencari pengalaman berbeda pada berbagai bidang lainnya.   ""Jadi kami mendukung keputusan sis Tsamara untuk menimba ilmu dan pengalaman di bidang-bidang lain agar pengalaman hidupnya jadi lengkap dan berwarna"" jelasnya.   Grace turut merasa bangga jika melihat kader PSI dapat sukses berkiprah di luar bidang politik. Salah satu contoh yang ia kemukakan adalah mantan juru bicara PSI Dara Nasution yang kini menjabat sebagai Politics and Government Outreach Associate Manager di Meta.   ""Membuktikan kader PSI itu memang org2 berkualitas bukan orang yg tdk punya kemampuan utk kerja secara profesional lalu nyari kerjaan di politik"" ucap Grace.   Ke depannya Grace memastikan PSI akan selalu membuka pintu bagi Tsamara serta mantan kader-kader PSI lainnya jika ingin kembali mengabdikan diri di jalur partai politik bersama PSI.",Konflik Elite Politik,Tidak Ada
Ketua Umum Partai Solidaritas Indonesia (PSI) Giring Ganesha serta sejumlah pengurus partai berkunjung ke kantor Dewan Pimpinan Pusat (DPP) Partai Amanat Nasional (PAN) Kamis (13/10) ini.   Giring ditemani Sekretaris Jenderal (Sekjen) PSI Dea Tunggaesti dan belasan kader PSI lain.   Pantauan CNNIndonesia.com mereka tiba di kantor DPP PAN Pejaten Barat Pancoran Jakarta Selatan sekitar pukul 16.00 WIB.   Giring disambut oleh Sekretaris Jenderal (Sekjen) PAN Eddy Soeparno. Namun tak ada Ketua Umum PAN sekaligus Menteri Perdagangan Zulkifli Hasan dalam pertemuan itu.   Kedua partai kemudian terlibat pembicaraan serius terkait isu-isu strategis nasional. Pembicaraan digelar secara terbuka dan bisa disaksikan awak media selama kurang lebih satu jam hingga pukul 17.00 WIB.   Adapun PSI kini tercatat menjadi partai ketiga setelah Gerindra dan NasDem yang secara resmi telah mendeklarasikan capres untuk Pilpres 2024.   PSI mendukung kader PDIP sekaligus Gubernur Jawa Tengah Ganjar Pranowo sebagai calon presiden.   Namun dalam pembicaraan terbuka kedua partai tak ada pembahasan soal capres dan cawapres.,Konflik Elite Politik,Tidak Ada
"Partai Solidaritas Indonesia (PSI) optimistis lolos Pemilu 2024 meskipun belum memenuhi syarat (BMS) pada verifikasi faktual.   Wakil Ketua Dewan Pembina PSI Grace Natalie mengatakan pihaknya akan memperbaiki aspek-aspek yang belum memenuhi persyaratan Pemilu 2024.   ""Ya kita koordinasi terus dengan pengurus daerah dan verifikator. Optimis dong (lolos pemilu)"" kata Grace kepada CNNIndonesia.com Kamis (10/11).   Grace mengatakan PSI akan segera menuntaskan perbaikan. Menurutnya kendala yang dihadapi PAI hanya perihal teknis.   ""Daerah Indonesia kan luas terkadang masalahnya sangat teknis saja misalnya terkait jarak jaringan sistem IT"" ucapnya.   SebelumnyaPSI masuk daftar sembilan partai politik yang belum memenuhi syarat pasa verifikasi faktual. KPU memberi waktu hingga 23 November untuk PSI melakukan perbaikan.   Sembilan partai yang belum memenuhi syarat adalah PSI Partai Ummat Partai Kebangkitan Nusantara Partai Hanura Partai Gelora Partai Perindo Partai Bulan Bintang (PBB) Partai Garuda dan Partai Buruh.   Sementara itu sembilan partai politik yang sudah duduk di parlemen sudah dipastikan lolos pemilu. Mereka hanya perlu menunggu penetapan resmi KPU pada 14 Desember mendatang.   Sembilan partai itu adalah PDIP Partai Golkar Partai Gerindra PKB Partai NasDem PKS PPP Partai Demokrat serta PAN.",Konflik Caleg,Tidak Ada
"Partai Solidaritas Indonesia (PSI) resmi mendukung Gubernur Jawa Tengah Ganjar Pranowo sebagai calon presiden (capres) dalam Pemilu 2024.   Wakil Ketua Dewan Pembina PSI Grace Natalie mengatakan Ganjar ditetapkan melalui mekanisme penjaringan Rembuk Rakyat sejak akhir Februari 2022.   ""Dari hasil Rembuk Rakyat itu kami mengumumkan bahwa PSI akan mencalonkan Pak Ganjar Pranowo sebagai capres PSI di tahun 2024"" kata Grace dalam jumpa pers daring Senin (3/10).   PSI juga memilih nama lain sebagai calon wakil presiden di Pemilu 2024. PSI memilih putri kedua Presiden ke-5 RI Abdurrahman Wahid (Gus Dur) Zanuba Arifah Wahid alias Wahid untuk mendampingi Ganjar.   Grace menilai Ganjar-Yenny sebagai kombinasi terbaik untuk melanjutkan kepemimpinan Presiden Joko Widodo setelah 2024. Ia berharap rakyat merestui keputusan PSI dengan mengusung dua sosok tersebut.   ""Inilah pasangan yang akan didorong PSI untuk menjadi capres dan cawapres 2024 untuk mewujudkan Indonesia sebagai negeri yang adil dan toleran"" ujarnya.   Penjaringan capres lewat Rembuk Rakyat dilakukan secara daring. Sejak dibuka Februari lalu sedikitnya ada sembilan nama yang masuk bursa capres dari PSI.   Mereka yakni Emil Dardak Erick Thohir Ganjar Pranowo Mahfud MD Andika Perkasa Ridwan Kamil Tito Karnavian Najwa Shihab hingga Sri Mulyani Indrawati.   PSI saat ini tak punya kursi di parlemen. Artinya mereka tidak bisa mencalonkan pasangan capres-cawapres. Pasangan yang diusung harus mendapat dukungan 20 persen suara di parlemen atau 25 persen perolehan suara nasional.   Pengumuman PSI ini bersamaan dengan keputusan NasDem mengusung Gubernur DKI Jakarta Anies Baswedan sebagai capres 2024.   Anies menyingkirkan dua nama lain dari hasil Rakernas NasDem yakni Ganjar Pranowo dan Andika Perkasa. Anies pun telah menerima pinangan NasDem ini.   Sebagai informasi PSI tak memiliki kekuatan formal untuk mengusung calon peserta Pilpres 2024. Pasalnya berdasarkan aturan dalam UU Pemilu yang mengharuskan syarat ambang batas pencalonan presiden (presidential threshold) seorang capres harus harus diusung 25 persen suara sah nasional atau pemilik 20 persen kursi di DPR dari pemilu sebelumnya.   Sementara itu PSI tak memiliki kursi di parlemen saat ini sehingga mereka terkendala oleh aturan presidential threshold tersebut. Sejauh ini PSI hanya bisa sebagai partai pendukung yang merapat ke salah satu poros koalisi kelak untuk Pilpres 2024.",Konflik Dukungan Capres,Tidak Ada
"Ketua DPP Partai Solidaritas Indonesia (PSI) Tsamara Amany mengundurkan diri dari partai pada Senin 18 April 2022.   ""Setelah megabdi 5 tahun sebagai Ketua DPP @psi_id hari ini tanggal 18 April 2022 saya mengundurkan diri sebagai pengurus dan kader PSI. Tidak ada kata yang cukup untuk mengungkapkan rasa terima kasih saya pada PSI. Selamanya PSI akan selalu menjadi cinta pertama saya dalam politik"" kata Tsamara lewat akun Instagram resminya pada Senin 18 April 2022.   Tsamara Amany mengatakan meskipun resign PSI akan menjadi cinta pertamanya dalam politik.   Ia mengatakan keputusan ini diambil berdasarkan pertimbangan pribadi karena ingin melakukan perjalanan baru di luar partai politik.   ""Saya memutuskan untuk mengundurkan diri sebagai pengurus dan kader PSI"" kata dia dalam pernyataan di akun youtube pribadinya Tsamara Amany pada Senin 18 April 2022.   Tsamara Amany mundur setelah 5 tahun menjabat sebagai Ketua DPP. ""Untuk saat ini saya ingin fokus mengabdi untuk Indonesia melalui cara-cara lainnya salah satunya dengan fokus menyuarakan isu perempuan dan mengabdi untuk kepentingan perempuan"" kata dia.",Konflik Elite Politik,Tidak Ada
Sejumlah kader PSI di beberapa wilayah menyatakan mundur dari partai pimpinan Giring Ganesha.   Sebelumnya 11 kader dan pengurus DPD PSI Jawa Tengah menyatakan mengundurkan diri pada Mei 2022 lalu disusul 14 politisi PSI Kabupaten Bandung Barat pada April 2022 dan teranyar Ketua DPW PSI Provinsi Banten Azmi Abubakar ikut mengundurkan diri.   Melihat hal ini pengamat politik dari Universitas Al-Azhar Indonesia Ujang Komarudin menyebut sudah menduga fenomena tersebut akan terjadi lantaran PSI dinilai sebagai partai rapuh.   Adapun maksud pernyataannya ini adalah karena PSI lebih mengedepankan sikap idealis tapi pragmatis.   “PSI inginnya bagus tapi suka menyerang orang. Saya sih melihat tidak aneh dan heran kalau dari dulu hingga saat ini banyak pentolan-pentolan PSI yang mundur dan bergabung dengan partai lain” kata Ujang kepada wartawan Kamis (1/9/2022).   Menurut Ujang agenda politik PSI salah jalur karena ingin beda dari parpol nasional lainnya.   Namun perbedaan tersebut justru tidak sesuai kenyataan.   Baca juga: Golkar-PSI Sejalan Komitmen Lanjutkan Program Jokowi dan Sepakat Hindari Politik Identitas   Sehingga menurutnya wajar jika kader PSI di daerah banyak yang mundur karena menganggap tak selaras dengan harapan para kader internal.   “Sebagai partai harusnya PSI tumbuh. Tetapi kalau banyak yang mundur seperti ini maka merugikan PSI karena bisa menurunkan suaranya” kata Direktur Eksekutif Indonesia Political Review (IPR) ini.   Menurut Ujang PSI semestinya konsisten sebagaimana awal partai terbentuk yakni tetap mengusung konsep idealisme dan menjauhi praktik pragmatisme. “Atau bisa jadi PSI hari ini adalah untuk kepentingan kelompok atau orang tertentu di internal PSI dan bukan untuk kader-kader yang lain dan kepentingan masyarakat bangsa serta negara” tegas dia.,Konflik Elite Politik,Keputusan Pimpinan
"Partai Solidaritas Indonesia kembali ditinggalkan oleh kadernya. Terbaru Dewan Pembina DPP Partai Solidaritas Indonesia (PSI) Azmi Abubakar memutuskan mengundurkan diri dari partai yang saat ini dipimpin Ketua Umum Giring Ganesha itu.   ""Sahabat semua bersama ini saya menyatakan mengundurkan diri sebagai Dewan Pembina Dewan Pimpinan Pusat Partai Solidaritas Indonesia ( DPP PSI ) periode 2019 - 2024 dan juga sebagai kader Partai Solidaritas Indonesia"" ujar Azmi dalam keterangan resminya beberapa hari lalu.   Azmi yang juga menjabat sebagai Ketua DPW SI Banten ini enggan mejelaskan secara terbuka alasannya muncur. Dia hanya mengaku ingin fokus pada kegiatan Museum Tionghoa yang saya dimililinya.   Baca Juga: Pengamat: Kudeta Terhadap Suharso Monoarfa Sangat Keji   ""Saat ini saya ingin mempertimbangkan dahulu langkah apa yang akan saya kerjakan. Belum ada pilihan untuk partai. Saat ini saya sedang aktif di kegiatan Museum Tionghoa yang saya miliki"" ujarnya.   Selain Azmi Sunny Tanuwidjaja yang menjabat sebagai Sekretaris Dewan Pembina PSI juga telah keluar lebih awal. Sunny juga tercatat sebagai salah satu pendiri PSI. Sebagaimana diketahui Dewan Pembina PSI yang kini dipimpin Jeffrie Geovanie merupakan jabatan starategis. Dalam AD/ART dewan pembina adalah pemegang kekuasaan tertinggi di PSI.",Konflik Elite Politik,Keputusan Pimpinan
"Semakin banyak kader PSI yang mengundurkan diri. Terakhir Ketua DPW PSI DKI Jakarta Michael Sianipar yang mundur. Dia mundur karena merasa partainya sudah tidak seperti saat awal didrikan.   Pengamat komunikasi politik Universitas Esa Unggul M. Jamiluddin Ritonga berpendapat mundurnya para kader PSI itu seharusnya menjadi introspeksi bagi petingginya khususnya Ketua umumnya.   Analisa Jamiluddin mundurnya para kadernya seperti diakui Michael Sianipar karena PSI sudah banyak berubah termasuk melenceng dari visi misinya.   ""Kalau sudah melenceng dari visi misinya tentu menjadi tanggung Jawa Ketua umumnya"" demikian kata Jamiluddin Selasa malam (6/12).   Pendapat Jamiluddin seorang ketua umum partai haruslah mengawasi semua kadernya agar tetap bersikap dan berperilaku sesuai visi dan misinya. Jika Ketua umumnya membiarkan hal itu maka yang bersangkutan sudah lalai dari tanggung jawabnya.   ""Ketua Umum seperti itu sudah layak diganti karena tidak mampu membawa partai sesuai visi misinya"" jelas mantan Dekan FIKOM IISIP Jakarta.   Dalam pandangan Jamiluddin mundurnya para kader PSI tampaknya juga karena melihat kecilnya peluang partai tersebut.masuk Senayan. Apalagi elektabilitas PSI masih tetap rendah sehingga peluang ke Senayan sangat kecil.   ""Kader yang dapat membaca hal itu tentu melihat masa depan di PSI suram. Hal itu tentunya akan berdampak pada kader yang memang ingin lebih maju lagi"" pungkasnya.",Konflik Elite Politik,Keputusan Pimpinan
"Ketua DPW PSI DKI Jakarta Michael Victor Sianipar menyatakan mundur dari partai. Ia merasa PSI sudah berubah.   ""Seiring berjalannya waktu partai yang saya bayangkan dan cita-citakan yang saya ketahui di awal sudah jauh berubah sekarang” kata dia dalam keterangan tertulisnya Senin 5 Desember 2022.   Michael tak mendetailkan perubahan yang terjadi pada PSI. Menurut dia perjuangan politiknya tidak dapat dilanjutkan lagi di partai baru berlambang tangan yang sedang menggenggam mawar itu.   Baca juga: Hengkang dari PSI Michael Sianipar: Partai yang Saya Citacitakan Sudah Berubah   Selain Michael sudah ada beberapa kader PSI lain yang mundur dari partai di saat mereka sedang memegang jabatan strategis. Berikut daftarnya:   Surya Tjandra   Surya Tjandra menyatakan mundur dari PSI. Hal ini ia ungkapkan saat menjadi pembicara dalam diskusi di kantor Total Politik pada 23 Oktober 2022.   Saat masih kader PSI Surya Tjandra dipilih Presiden Jokowi sebagai Wakil Menteri Agraria dan Tata Ruang/Badan Pertahanan Nasional hingga Juni 2022.   Ketika tak lagi menjabat sebagai wamen tapi masih berstatus kader PSI Surya Tjandra blak-blakan mendukung Gubernur DKI Jakarta 2017-2022 Anies Baswedan maju di Pilpres 2024 saat menjadi bintang tamu podcast Totak Politik 28 Juli 2022   Padahal PSI saat itu sudah menyatakan tidak akan mendukung Anies Baswedan. Tsamara Amany   Tsamara Amany dikenal sebagai salah satu kader PSI yang populer di tengah masyarakat. Saat Pileg 2019 Tsamara yang maju sebagai calon anggota DPR RI dari daerah pemilihan Jakarta II berhasil meraih 140.557 suara. Namun Tsamara tidak lolos ke Senayan karena perolehan suara nasional PSI di bawah ambang batas parlemen.   Pada Senin 18 April 2022 Tsamara Amany yang saat itu menjabat Ketua DPP PSI mengundurkan diri.   ""Setelah mengabdi 5 tahun sebagai Ketua DPP @psi_id hari ini tanggal 18 April 2022 saya mengundurkan diri sebagai pengurus dan kader PSI. Tidak ada kata yang cukup untuk mengungkapkan rasa terima kasih saya pada PSI. Selamanya PSI akan selalu menjadi cinta pertama saya dalam politik"" kata Tsamara lewat akun Instagram resminya pada Senin 18 April 2022.   Sunny Tanuwidjaja   Sunny Tanuwidjaja mundur dari jabatannya sebagai Sekretaris Dewan Pembina Partai Solidaritas Indonesia (PSI). Kemunduran Sunny diduga berkaitan dengan sikap politiknya yang mendukung sosok Gubernur DKI Jakarta Anies Baswedan. Sikap Sunny berbeda dengan PSI yang secara terbuka menyatakan tidak mendukung Anies di Pilpres 2024.   Wakil Ketua Dewan Pembina PSI Grace Natalie membenarkan bahwa Sunny telah lama mengundurkan diri. ""Bro Sunny mengundurkan diri dari Sekretaris Dewan Pembina sejak sekitar setahun lalu karena akan membantu Pak Anies. Ia digantikan oleh Raja Juli Antoni"" ujar Grace saat dihubungi Rabu 29 Juni 2022.   Kendati demikian Grace menyebut partainya menghormati apa pun keputusan yang dipilih anggota. ""Politik itu kan pilihan"" tuturnya. ""Tapi prinsipnya PSI jelas tidak akan mendukung Pak Anies karena sekalipun ia mengklaim dirinya pluralis fakta sejarah membuktikan ia turut memainkan politik identitas dalam memperoleh kekuasaan"".   Kedekatan Sunny dan Anies Baswedan dimuat dalam laporan Majalah Tempo edisi 25 Juni 2022.",Konflik Elite Politik,Keputusan Pimpinan
"Wakil Ketua Dewan Pembina Partai Solidaritas Indonesia (PSI) Grace Natalie mengatakan Sunny Tanuwidjaja mundur sebagai kader karena mendukung sosok Gubernur DKI Jakarta Anies Baswedan.   Grace tak ingat pasti kapan Sunny menyampaikan itu. Grace hanya menyatakan bahwa Sunny sudah tak sejalan dengan sikap politik PSI.   ""Soal sudah atau akan (mendukung Anies) saya enggak ingat detail. Intinya begitu (Sunny mengaku dukung Anies)"" kata Grace saat dihubungi Rabu (29/6).   Ketua DPP PSI Isyana Bagoes Oka sebelumnya juga mengatakan hal serupa. Ia menyebut Sunny keluar dari PSI sejak tahun lalu.   ""Bro Sunny Tanuwidjaja telah mundur dari jabatan sebagai Sekretaris Dewan Pembina PSI sejak setahun lalu karena berbeda jalan politik"" kata Isyana.   Isyana mengatakan Sunny mundur atas keinginannya karena menyadari akan memilih jalan politik yang berbeda dengan PSI. Sunny saat ini disebut mendukung sosok Anies.   Menurut Isyana sekitar setahun terakhir Sunny menjadi anggota PSI nonaktif dan sama sekali tidak terlibat dalam kegiatan. Sunny kata dia memang sudah tidak aktif dalam operasional partai.   ""Jadi komunikasi pun tidak sering. Kami tidak tahu detail aktivitasnya"" ujar Isyana.   Saat ini posisi Sekretaris Dewan Pembina yang ditinggalkan Sunny jadi diisi oleh Raja Juli Antoni. Meski mundur dari Dewan Pembina PSI Sunny tetap berstatus pendiri PSI.   ""Statusnya sebagai pendiri tentu tidak bisa diubah"" kata Isyana.   Diketahui Sunny Tanuwidjaja pernah menjadi staf khusus Basuki Tjahaja Purnama alias Ahok saat masih menjabat sebagai Gubernur DKI Jakarta.   Dia dipercaya mengurus bidang politik. Namun dia juga dipercaya mengurusi sejumlah proyek salah satunya proyek reklamasi teluk Jakarta.   Sunny juga diketahui pernah berurusan dengan KPK pada medio 2016.Dia pernah diperiksa sebagai saksi baik untuk tersangka suap reklamasi saat itu yakni Sanusi maupun Direktur PT Agung Podomoro Land (APL) Ariesman Widjaja.   CNNIndonesia.com masih mencoba menghubungi Sunny untuk mengkonfirmasi kabar dukungannya terhadap Anies.",Konflik Dukungan Capres,Keputusan Pimpinan
