Jenis_Konflik,Mediasi,Final_Deskripsi_Summary
Konflik Kepengurusan Partai,Musyawarah,Ketua Dewan Pertimbangan Golkar kubu Agung Laksono Siswono Yudo Husodo meminta rekan. rekannya di kubu Aburizal Bakrie (Ical) untuk melihat keputusan Menteri Hukum dan HAM Yasonna Laoly yang mengesahkan kepengurusan Golkar hasil Munas Ancol dengan lebih komprehensif. Oleh sebab AD/ART Golkar mengatur Musyawarah Nasional diselenggarakan Dewan Pimpinan Pusat Golkar maka Menkumham mengesahkan kepengurusan Agung dengan catatan harus mengakomodasi kubu Pak Ical.
Konflik Kepengurusan Partai,Musyawarah,"Ketua DPP Partai Golkar Leo Nababan membantah keterlibatan pihaknya dalam keributan yang terjadi dalam acara konsolidasi Golkar versi Munas Bali di Hotel Grand Sahid Jakarta Selasa (10/3) malam. "" Kami ini lagi bersyukur tidak terpikir buat keributan karena kami terima tamu dan ucapan selamat di DPP sampai jam 10 malam"" kata Leo kepada CNN Indonesia Rabu (11/3). Karena peristiwa itu pidato Ical pun terpotong beberapa saat."
Konflik Kepengurusan Partai,Musyawarah,Aburizal Bakrie (Ical) bergerak cepat pasca Menteri Hukum dan HAM menerima dan mengesahkan kepengurusan Golkar hasil Munas Ancol di bawah kepemimpinan Agung Laksono. Kubu Ical melaporkan kubu Agung atas tudingan pemalsuan dokumen Munas Ancol Jakarta yang digelar Presidium Penyelenggara Partai Golkar juga di bawah pimpinan Agung Laksono. Putusan MPG itu sesungguhnya diwarnai perbedaan pendapat (dissenting opinion).
Konflik Kepengurusan Partai,Musyawarah,bondong ke Markas Besar Kepolisian para pengurus Partai Golkar kubu Aburizal Bakrie. menunjukkan keseriusannya untuk mengkriminalkan kubu Agung Laksono. Banyak mandat yang ditandatangani oleh caleg partai lain di 2014 ujarnya.
Konflik Kepengurusan Partai,Musyawarah,Kubu Aburizal Bakrie (Ical) yang menganggap ada politisasi di balik keputusan Menteri Hukum dan HAM menerima kepengurusan Agung Laksono melaporkan Agung cs ke Badan Reserse Kriminal Markas Besar Kepolisian RI Rabu (11/3) atas tudingan pemalsuan dokumen Munas Ancol yang digelar Desember 2014. Jumlah totalnya 133 pemalsuan selama penyelenggaraan Munas Ancol. Ada juga yang ditandatangani oleh caleg Partai Persatuan Pembangunan ujar Sekjen Partai Golkar kubu Ical Idrus Marham.
Konflik Kepengurusan Partai,Musyawarah,"Partai Golongan Karya versi Munas Bali melaporkan kubu Agung Laksono terkait pemalsuan berkas pada penyelenggaraan Munas Partai Golkar di Jakarta ke Bareskrim Polri. Menkumham lanjut Idrus tidak mengutip apa yang yang disampaikan dalam putusan dan mengeluarkan surat putusan untuk kepentingan sepihak. "" Hasil MPG itu harus dibaca dengan komprehensif"" kata Idrus."
Konflik Kepengurusan Partai,Jalur Hukum,"Perseteruan yang tidak kunjung usai di Partai Golkar menunjukkan hilangnya akal politik para elite partai beringin ini. Mantan Wakil Ketua MPR itu mengatakan perseteruan di Golkar bermula dari perbedaan kepentingan politik. Sementara lanjut Thohari penyelesaian yang dipilih oleh kedua kubu di mana Ical memilih jalur hukum sementara Agung dengan bergelantung di lengan kekuasaan adalah pilihan penyelesaian yang akan lama panjang dan melelahkan. """
Konflik Kepengurusan Partai,Jalur Hukum,Kubu Agung Laksono belum memberikan pengamanan khusus di kantor Dewan Pimpinan Pusat Golkar di Slipi Jakarta Barat meski Aburizal Bakrie (Ical) berencana untuk mengambil alih kantor yang saat ini diduduki oleh Agung cs. Kalau seseorang mengatakan akan melakukan perlawanan tapi secara terbuka itu kan artinya penakut kata Yorrys. Sekarang kami sudah disahkan Kemenkumham.
Konflik Kepengurusan Partai,Jalur Hukum,Kubu Aburizal Bakrie (Ical) diterima langsung oleh Kepala Badan Reserse Kriminal Komjen Budi Waseso dalam pelaporan mereka soal Agung Laksono cs di Bareskrim Mabes Polri Jakarta Rabu (11/3). Kubu Ical melaporkan Agung Laksono cs yang kemarin disahkan Menteri Hukum dan HAM sebagai pengurus sah Golkar atas tuduhan pemalsuan dokumen Munas Ancol. Total ada 133 pemalsuan yang diklaim oleh kubu Aburizal Bakrie.
Konflik Kepengurusan Partai,Jalur Hukum,"Wakil Ketua Umum Partai Golkar Yorrys Raweyai mengganggap keributan yang terjadi dalam pertemuan kubu Golkar Munas Bali yang Aburizal Bakrie bersama DPD I dan II di hotel Grand Sahid disebabkan komentar Ali Mochtar Ngabalin yang memancing emosi beberapa kader beringin khususnya kader Angkatan Muda Partai Golkar yang diketuai Yorrys. "" abal dan tidak kuat itu menahan emosi"" jelas Yorrys saat berbincang dengan CNN Indonesia Rabu (11/3). Menurut beberapa saksi mata pria tersebut membawa tongkat besi yang bisa dipanjangkan."
Konflik Kepengurusan Partai,Jalur Hukum,Wakil Sekretaris Jenderal Partai Golkar hasil Munas Ancol Lamhot Sinaga mengingatkan kubu Aburizal Bakrie (Ical) untuk tak mencoba. coba mengambil alih kantor Dewan Pimpinan Pusat Golkar di Jalan Anggrek Neli Murni Slipi Jakarta Barat. Sekarang kami sudah disahkan Kemenkumham.
Konflik Kepengurusan Partai,Jalur Hukum,Tudingan terhadap Menteri Hukum dan HAM Yasonna Laoly telah memanipulasi hasil Mahkamah Partai Golkar (MPG) terus dilancarkan pengurus Golkar kubu Aburizal Bakrie (Ical). Sebelumnya Mahkamah Partai terbelah dalam memutuskan dualisme Sekjen Partai Golkar versi Munas Bali Idrus Marham (kiri) bersama Wakil Ketua Nurdin Halid memberikan keterangan usai membuat laporan di Bareskrim Mabes Polri. Tudingan ini muncul pasca Menkumham mengumumkan kepengurusan hasil Musyawarah Nasional Ancol di Jakarta di bawah Agung Laksono sebagai kepengurusan Golkar yang sah Selasa (10/3).
Konflik Kepengurusan Partai,Jalur Hukum,"Kubu Aburizal Bakrie (Ical) mengancam akan melaporkan Menteri Hukum dan HAM Yasonna Laoly ke Kepolisian. Jajaran pengurus Golkar hasil Munas Bali di bawah kepemimpinan Ical menuding Yasonna memanipulasi putusan Mahkamah Partai untuk meloloskan permohonan Agung Laksono. "" Ical cs juga telah melaporkan dugaan tindak pidana pemalsuan dokumen Munas Ancol oleh kubu Agung ke Badan Reserse Kriminal Mabes Polri. ("
Konflik Kepengurusan Partai,Jalur Hukum,Kubu Agung Laksono membantah tudingan kubu Aburizal Bakrie (Ical) soal pemalsuan dokumen dalam Munas Ancol yang digelar Desember 2014. Kubu Ical menuduh ada 133 pemalsuan selama Munas Ancol digelar. Ada juga yang ditandatangani oleh caleg Partai Persatuan Pembangunan ujar Sekjen Partai Golkar kubu Ical Idrus Marham.
Konflik Kepengurusan Partai,Jalur Hukum,"Ketua Umum Golkar Agung Laksono menyambangi Kantor Dewan Pimpinan Pusat Partai Nasdem di Gondangdia Jakarta Rabu siang (11/3). Ini adalah roadshow kami untuk memperkenalkan diri ke partai pendukung pemerintah di mana kami telah sah berdasarkan surat dari Menkumham"" ujar Agung di Kantor Nasdem. Kami pahami kedatangan kubu Agung untuk niat baik agar perjuangan kemerdekaan bisa lebih efektif ujar Paloh Selain Paloh kehadiran Agung juga disambut oleh elite NasDem lain seperti Ketua Dewan Pimpinan Pusat NasDem Enggartiasto Lukita Ketua Fraksi NasDem di DPR Victor Laiskodat Sekretaris Jenderal NasDem Patrice Rio Capella dan lain."
Konflik Kepengurusan Partai,Jalur Hukum,"Wakil Ketua Umum DPP Golkar versi Munas Bali Nurdin Halid mendesak Menteri Hukum dan HAM Yasonna Laoly untuk mencabut surat persetujuan terhadap Golkar kubu Agung Laksono berdasar putusan Mahkamah Partai. Surat Menkumham merupakan jawaban atas surat permohonan Agung. "" Sebelumnya dalam putusan Mahkamah Partai Golkar majelis hakim Djasri Marin dan Andi Mattalatta memenangkan kubu Agung."
Konflik Kepengurusan Partai,Jalur Hukum,Sekretaris Jenderal DPP Partai Golkar versi Munas Bali Idrus Marham menilai kegaduhan politik dapat terjadi bila Menteri Hukum dan HAM Yasonna Laoly menerbitkan Surat Keputusan yang mengesahkan kubu Munas Ancol pimpinan Agung Laksono. Dalam putusan tersebut Lawrence mengklaim Mahkamah Partai mengesahkan kepengurusan kubu Agung Laksono. Sikap tersebut diambil Yasonna berdasar Pasal 32 ayat 5 UU Nomor 2 Tahun 2011 tentang Partai Politik yang menyatakan putusan Mahkamah Partai bersifat final dan mengikat.
Konflik Kepengurusan Partai,Jalur Hukum,Menteri Hukum dan Hak Asasi Manusia Yasonna Laoly menyatakan keputusan pemerintah tentang konflik kepengurusan Partai Golkar sudah jelas. Namun ujar Yasonna keputusan pemerintah yang menyetujui kepengurusan Munas Ancol tak akan memperpanjang kisruh internal Golkar jika Agung mengakomodasi keinginan. keinginan kubu Ical seperti yang juga diperintahkan oleh Mahkamah Partai Golkar.
Konflik Kepengurusan Partai,Jalur Hukum,"Golkar kubu Agung Laksono mulai bereaksi atas langkah kubu Ical yang melaporkan dugaan pemalsuan dokumen terkait Musyawarah Nasional (Munas) Golkar di Jakarta ke Bareskrim Mabes Polri. Ketua DPP Partai Golkar kubu Agung Laksono Leo Nababan menilai langkah yang dilakukan kubu Ical tidak akan berguna. saudara hanya untuk ambisinya"" tutur Leo."
Konflik Kepengurusan Partai,Jalur Hukum,"Wakil Ketua Majelis Permusyawaratan Rakyat Mahyudin mengatakan tidak khawatir akan kehilangan jabatannya seiring dengan disahkannya kepengurusan Agung Laksono oleh Kementerian Hukum dan Hak Asasi Manusia. "" Kalau Agung jadi ketua umum tapi masa saya harus mundur? Menkumham Yasonna Laoly sebelumnya telah menegaskan dan tetap bergeming jika apa yang telah ia putuskan untuk menerima kepnegurusan Partai Golkar hasil Munas IX Ancol Jakarta tidak sedikitpun berbau politis. """
Konflik Kepengurusan Partai,Jalur Hukum,Pengamat hukum tata negara dari Universitas Indonesia Refly Harun berpendapat langkah Partai Golkar kubu Agung Laksono melakukan lawatan ke partai politik lain tak masalah karena sudah disahkan oleh keputusan Kemenkumham melalui sidang mahkamah partai. Refly menuturkan kubu Ical waktu itu bisa saja menyatakan menolak perselisihan dua kubu Golkar diselesaikan melalui mahkamah partai. Kapan bisa mendapatkan kepastian hukum kalau begitu tutur Refly.
Konflik Kepengurusan Partai,Jalur Hukum,Para pengurus Partai Golkar kubu Agung Laksono menyambangi rumah dinas Ketua Umum Partai Amanat Nasional Zulkifli Hasan. Diketahui hingga saat ini PAN masih menjadi anggota partai Koalisi Merah Putih. Dalam pertemuan tersebut terlihat pula Wakil Ketua Majelis Permusyawaratan Rakyat Oesman Sapta yang duduk mendampingi Zulkifli Hasan dan Agung Laksono.
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Golkar kepengurusan Agung Laksono dan Zainudin Amali tengah menjalin silaturahmi politik dengan para ketua umum partai terutama pendukung pemerintah. Masih ada hari lain yang lebih baik"" ujar Agung di kawasan SCBD Jakarta Kamis (12/3). Wakil Sekretaris Jenderal Partai Keadilan Sejahtera Fahri Hamzah pun menyayangkan keputusan yang diberikan oleh Menteri Yasonna."
Konflik Kepengurusan Partai,Jalur Hukum,"Silaturahmi yang dilakukan oleh Partai Golkar kepengurusan Agung Laksono tidak hanya berhenti sampai para ketua umum partai pendukung pemerintah. Nantinya akan dilakukan ke semua partai bahkan sampai ke presiden dan wakil presiden"" ujar Agung di kediaman Zulkifli Hasan SCBD Jakarta Kamis (12/3). Mungkin disusul besok sampai hari Senin"" papar Agung."
Konflik Kepengurusan Partai,Jalur Hukum,Dewan Pimpinan Pusat Partai Golkar pimpinan Agung Laksono telah memberikan surat permintaan data kader yang berada di bawah koordinasi DPP Partai Golkar kubu Aburizal Bakrie (Ical). Kita sudah surati kubu Aburizal untuk memberikan data kadernya maksimal hari ini (Sabtu 14 Maret). Rencananya setelah mengajukan susunan kepengurusan ke notaris pada Senin (16/3) besok DPP Partai Golkar pimpinan Agung akan segera menyampaikan daftar pengurus baru ke Kemenkumham.
Konflik Kepengurusan Partai,Jalur Hukum,"Ketua Umum Dewan Pimpinan Pusat Partai Golkar Agung Laksono malam ini Jumat (20/3) mengumpulkan Dewan Pimpinan Daerah I (tingkat provinsi) Jawa Barat dan DPD II (tingkat kabupaten/kota) di Jawa Barat. Jabar bakal hadir dalam pertemuan malam ini yang mengagendakan konsolidasi partai pasca Kementerian Hukum dan HAM menerima kepemimpinan Agung Laksono sebagai pengurus sah Golkar. "" Pertemuan ini untuk mempersatukan kembali seluruh struktur dan elemen kekuatan partai beserta dengan ormas."
Konflik Kepengurusan Partai,Jalur Hukum,Sekretaris Jenderal Partai Golkar Munas Bali Idrus Marham akan meminta bantuan aparat Kepolisian jika ada pihak yang tetap ngotot mengatasnamakan Dewan Pimpinan Pusat Partai Golkar. Selain itu Idrus berharap kubu Agung Laksono yang saat ini menduduki Kantor DPP Golkar di Slipi Jakarta Barat untuk sadar diri. Ikuti terus kisruh Golkar yang tak berujung di FOKUS: Giliran Ical di Atas Angin Putusan sela PTUN Jakarta Timur untuk menunda keputusan yang dikeluarkan Menkumham terkait pengesahan kepengurusan Golkar Agung Rabu (1/4) disambut gembira oleh para loyalis Aburizal Bakrie.
Konflik Kepengurusan Partai,Jalur Hukum,Putusan sela Pengadilan Tata Usaha Negara (PTUN) Jakarta Timur untuk menunda keputusan yang dikeluarkan Menteri Hukum dan HAM Yasonna Laoly terkait pengesahan kepengurusan Partai Golkar di bawah Agung Laksono dinilai Yasonna mampu menimbulkan ketidakpastian. surat yang berkaitan dengan tata usaha negara. Wakil Ketua Umum Golkar kubu Agung Yorrys Raweyai turun langsung untuk mengambil alih sekretariat tersebut.
Konflik Kepengurusan Partai,Jalur Hukum,"Pengadilan Tata Usaha Negara Jakarta Timur telah memutus sementara gugatan kubu Aburizal Bakrie terhadap Surat Keputusan Menkumham Yasonna Laoly tentang pengesahan Golkar kubu Agung Laksono. Bila itu terjadi kedua kubu harus menunggu putusan dari gugatan di Pengadilan Negeri untuk menentukan mana kepengurusan yang sah"" kata Asep. ( Hakim Teguh mengeluarkan tiga putusan sementara."
Konflik Kepengurusan Partai,Jalur Hukum,Menteri Hukum dan Hak Asasi Manusia Yasonna H Laoly tetap bersikukuh bahwa surat keputusannya soal kepengurusan Golkar kubu Agung Laksono sah. Yasonna tetap pada pendiriannya bahwa SK pengesahan kepengurusan hasil Musyawarah Nasional di Ancol dikeluarkan berdasarkan keputusan Mahkamah Partai. Apalagi kepengurusan yang diakui saat ini hanya sampai tahun 2016 di mana harus diadakan Munas Golkar. (
Konflik Kepengurusan Partai,Jalur Hukum,Keluarnya keputusan sela Pengadilan Tata Usaha Negara Jakarta Timur yang menunda pemberlakuan Surat Keputusan Menkumham tentang pengesahan kepengurusan Partai Golkar kubu Agung Laksono telah membawa kegembiraan tersendiri bagi kubu Aburizal Bakrie (Ical). Hari ini Senin (6/4) angin segar kembali dirasakan oleh kelompok Ical menyusul munculnya hasil penyidikan Bareskrim Polri yang menetapkan dua nama sebagai tersangka atas kasus pemalsuan dokumen di agenda Musyawarah Nasional IX Golkar kubu Agung di Ancol. ( Aburizal dalam pandangan Reflymemang sekarang ini mendapat angin segar namun masih harus menunggukeputusan akhir dari PTUN.
Konflik Kepengurusan Partai,Jalur Hukum,Ketua Dewan Pertimbangan Golkar hasil Munas Bali Akbar Tandjung menyatakan Tommy Soeharto mendukung realisasi Musyawarah Nasional islah yang digelar bersama kedua kubu bertikai sebagai penyelesaian konflik Partai Golkar. win solution dia jawab Kesediaan kedua pihak untuk bersama. Berikut kutipan isi amar putusan Mahkamah Partai Golkar yang mengamanatkan digelarnya munas bersama:.
Konflik Kepengurusan Partai,Jalur Hukum,Putra bungsu almarhum Presiden Soeharto Hutomo Mandala Putra masih sangat diterima oleh Partai Golkar kubu manapun termasuk kubu Agung Laksono. dipersilakan untuk ikut kembali aktif membangun Golkar sebagai ketua umum. Menurut dia saat ini sudah sulit bagi kedua kubu di Golkar untuk melakukan manuver politik.
Konflik Kepengurusan Partai,Jalur Hukum,Wakil Ketua Umum Golkar Munas Ancol Yorrys Raweyai akan menemui Kepala Staf Kepresidenan Luhut Panjaitan di Kantor Staf Kepresidenan Binagraha Kompleks Istana Kepresidenan Jakarta Senin siang (25/5). Untuk diketahui sebelum menjabat sebagai Kepala Staf Kepresidenan Luhut merupakan Wakil Ketua Dewan Pertimbangan Partai Golkar hasil Munas Riau 2009.
Konflik Kepengurusan Partai,Jalur Hukum,Golkar salah satu partai dengan sejarah paling panjang di Republik ini bakal membuka Musyawarah Nasional Luar Biasa malam ini Sabtu (14/5). 16 Desember 2014 Menteri Hukum dan HAM Yasonna Laoly menolak mengesahkan kepengurusan dua kubu Golkar. 12 Januari 2015 Kubu Ical menempuh jalur hukum dengan menggugat balik Golkar Munas Ancol kubu Agung ke Pengadilan Negeri Jakarta Barat.
Konflik Kepengurusan Partai,Jalur Hukum,"Wakil Koordinator bidang Pratama Partai Golkar Bambang Soesatyo mengatakan bahwa persaingan antara dirinya dengan Airlangga Hartarto dalam perebutan kursi ketua umum Partai Golkar periode 2019. Usai disetujui sebagai Ketua MPR Bamsoet lantas menyalami satu per satu anggota MPR yang duduk di baris terdepan dalam sidang tersebut. Terima kasih juga untuk ketua umum saya Pak Airlangga Hartarto"" kata Bamsoet."
Konflik Kepengurusan Partai,Jalur Hukum,Kubu bakal calon petahana ketua umum (ketum) Partai Golkar Airlangga Hartarto mewacanakan pemilihan ketum Golkar periode 2019. 2024 dilakukan secara aklamasi dalam Musyawarah Nasional (Munas) yang berlangsung pada 4 hingga 6 Desember mendatang. wanti agar pemimpin Golkar di periode berikutnya tidak dipilih secara aklamasi.
Konflik Kepengurusan Partai,Jalur Hukum,"Bendahara Umum Dewan Pimpinan Pusat (Bendum DPP) Golkar Robert Kardinal mengungkap kegagalan di tubuh partainya di era kepemimpinan Ketua Umum Airlangga Hartarto. 2024 pada Musyawarah Nasional (Munas) mendatang. "" Keduanya santer disebut tengah bersaing memperebutkan kursi Ketua Umum Golkar periode 2019."
Konflik Kepengurusan Partai,Jalur Hukum,Dua kubu Partai Golkar saling melaporkan ke polisi terkait dugaan pencemaran nama baik dan pemalsuan dokumen serta perusakan kantor partai di Makassar Sulawesi Selatan. Nurdin melaporkan Taufan yang juga Wali Kota Pare. pare dengan pasal dugaan pencemaran nama baik di UU ITE.
Konflik Kepengurusan Partai,Jalur Hukum,"Jakarta  Kisruh Partai Golkar usai penyelenggaraan Pemilihan Presiden (Pilpres) 2014 terus bergulir. Tindakan Agung Laksono tidak diperlihatkan sejalan dengan sikapsikap Partai Golkar atau kebijakan Golkar"" ucap Akbar. Kedua menggagas Munas tahun ini pada Oktober"" kata Zainal."
Konflik Kepengurusan Partai,Jalur Hukum,Jakarta  Kantor DPP Partai Golkar di kawasan Slipi Jakarta Barat diduduki kubu Agung Laksono Ketua Umum Partai Golkar versi Munas IX di Ancol Jakarta Utara. Memang kami kan berkantor di situ awalnya. Di satu sisi kubu DPP Partai Golkar versi Munas IX di Bali menyatakan sudah melaporkan pendudukan itu ke kantor polisi.
Konflik Kepengurusan Partai,Jalur Hukum,"Jakarta  Ketua Umum Golkar Airlangga Hartarto mengapresiasi keputusan Bambang Soesatyo mundur dari pertarungan di Musyawarah Nasional (Munas). Bamsoet mengatakan semangat untuk melakukan rekonsiliasi tersebut yang membuat dirinya dan Airlangga untuk bersatu kembali. "" Dia bilang tidak ada aturan partai bisa menariknya dari posisi tersebut. """
Konflik Kepengurusan Partai,Jalur Hukum,"Jakarta Musyawarah Daerah (Musda) ke VI Partai Golongan Karya (Golkar) Kota Tangerang diwarnai aksi protes sejumlah anggotanya Rabu (8/7/2020). Salah satunya Ketua Pimpinan Kecamatan (PK) Karawaci Diki Saputra. Tak hanya itu Diki juga menyebut Musda ke VI DPD Partai Golkar Kota Tangerang telah melanggar aturan partai lantaran tidak memenuhi tahapantahapan yang telah ditentukan. """
Konflik Kepengurusan Partai,Jalur Hukum,"Airlangga Hartarto dan Bambang Soesatyo bertemu di sebuah rumah kawasan Jakarta Selatan. Sumber kami dari loyalis Bamsoet menyebut peran orang Istana Negara itu hanya memberi wejangan. Selain itu rekonsiliasi antara dirinya dan Airlangga segera menghasilkan keputusan sehingga partai berjalan baik. """
Konflik Kepengurusan Partai,Jalur Hukum,Perkara kepengurusan dua versi Dewan Pimpinan Daerah (DPD) Partai Golkar Kota Bekasi belum menemui titik temu. Pangkal persoalan ini terjadi pada 29 Oktober 2021 saat DPD Partai Golkar Kota Bekasi menggelar Musyawarah Daerah (Musda) V di Hotel Horison Bekasi Selatan Kota Bekasi. 05 WIB sesuai tanda terima permohonan Nomor: 80TTP.
Konflik Kepengurusan Partai,Jalur Hukum,Wakil Ketua Umum Partai Golkar kubu Ical Nurdin Halid meminta mahkamah partai menghadirkan peserta Munas Bali dan Munas Ancol dalam persidangan. Hakim bisa mengambil keputusan berdasarkan hal itu. Lanjut dia mahkamah partai akan memberikan rekomendasi yang bijaksana untuk menyelesaikan kisruh kepengurusan ini.
Konflik Kepengurusan Partai,Jalur Hukum,"Pertarungan Bambang Soesatyo dan Airlangga Hartarto dalam perebutan Ketua Umum Golkar mereda. Hal ini yang membuat pendukung Bamsoet sapaan Bambang Soesatyo bergolak dan mempertanyakan peran Paloh dalam pertemuan itu. "" Untuk sementara mendukung pencalonan Airlangga di Munas"" kata Bamsoet"
Konflik Kepengurusan Partai,Jalur Hukum,Mantan Politisi Partai Golkar Poempida Hidayatulloh enggan bertemu dengan Ketua Umum Partai Golkar Aburizal Bakrie ( Ical ) untuk meminta membatalkan pemecatannya bersama dua rekannya Agus Gumiwang Kartasasmita dan Nusron Wahid. Meski Partai Golkar telah menyatakan dukungannya terhadap capres dan cawapres Prabowo. Hatta anggota DPR RI Komisi IX ini menegaskan pilihan hatinya tetap mendukung Jokowi.
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Golongan Karya (Golkar) merupakan partai politik tertua di Indonesia. Walaapun akhirnya itu tidak terbukti dan suksesi berjalan lancar dengan terpilihnya Aburizal Bakrie (Ical) kembali sebagai ketua umum. "" Agung Laksono yang menyatakan diri sebagai presidium penyelamat partai membuat Munas Golkar tandingan di Ancol Jakarta."
Konflik Kepengurusan Partai,Jalur Hukum,"Pendiri Serikat Buruh Sejahtera Indonesia (SBSI) Muchtar Pakpahan mengaku kecewa dengan hasil Munas ke IX Partai Golkar di Nusa Dua Bali yang berujung pada dijadikannya Nurdin Halid sebagai wakil ketua umum. Saat itu FIFA menolak Indonesia yang mengajukan diri jadi tuan rumah Piala Dunia. Padahal baru mau ngisi formulir waktu itu tapi langsung ditolak sama FIFA karena melihat Nurdin"" kata Muchtar dalam sebuah diskusi di Matraman Jakarta Timur Rabu (1012)."
Konflik Kepengurusan Partai,Jalur Hukum,"Ketua Umum Golkar versi Munas Jakarta Agung Laksono mengaku senang atas keputusan Makamah Partai yang memangkan dirinya atas dualisme kepengurusan dengan Aburizal Bakrie (Ical). Berdasarkan keputusan tersebut Agung berencana akan mendaftarkannya ke Kemenkum HAM Rabu (43) besok. "" Kami mempunyai tugas terutama menampung peserta Munas Bali sesuai dengan ADART"" jelasnya."
Konflik Kepengurusan Partai,Jalur Hukum,"Loyalis Bakal Calon Ketua Umum Partai Golkar Airlangga Hartarto Ace Hasan Syadzily membantah tudingan Loyalis Bakal Calon Ketua Umum Partai Golkar Bambang Soesatyo (Bamsoet) yang menyebut ada tiga menteri Presiden Joko Widodo (Jokowi) menekan DPD Golkar pilih Airlangga. Mantan Ketua Umum PB HMI ini juga mengungkapkan minat Golkar menggelorakan aspirasi yang sangat kuat untuk memilih pemimpin yang bersih tak terlihat masalah hukum sehingga bisa dicalonkan sebagai Presiden atau Wapres pada Pilpres 2024. "" Empat menteri Jokowi itu adalah Luhut Pandjaitan Agus Gumiwang Kartasasmita Pramono Anung dan Pratikno."
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Golkar kubu Aburizal Bakrie (Ical) menegaskan pihaknya akan tetap melaksanakan pilkada serentak. Menurut dia keputusan Menteri Hukum dan HAM (Menkum HAM) Yasonna H Laoly mensahkan Golkar di bawah kepemimpinan Agung Laksono tidak mempengaruhi persiapan pilkada tersebut. Pilkada jalan terus kita yang diikuti"" kata Nurdin di kantor Kemenkum HAM Jakarta Rabu (113)."
Konflik Kepengurusan Partai,Jalur Hukum,Pendukung Bambang Soesatyo (Bamsoet) meminta kubu Airlangga Hartarto menghentikan intimidasi terhadap pengurus DPD I dan II untuk kepentingan Munas Partai Golkar. informasi yang kuat dari jaringan partai di daerah. DPD II saat ini sedang mengalami intimidasi politik dari kubu petahana untuk mendukung dan memilih petahana Airlangga Hartarto.
Konflik Kepengurusan Partai,Jalur Hukum,"Dewan Pimpinan Daerah (DPD) Partai Golkar DIY dan Jawa Tengah menyatakan dukungannya kepada Airlangga Hartanto untuk menjadi Ketum Golkar periode 2019. Dukungan kepada Airlangga Hartanto disebut Wisnu sudah dibahas dan disahkan dalam rapat pleno DPD Golkar Jateng ""Ada 35 DPD tingkat II se provinsi Jawa Tengah. Tapi insyaallah sebelum Munas Jawa Tengah akan ada pemekaran."
Konflik Kepengurusan Partai,Jalur Hukum,"Penggerak Gerakan Muda Partai Golkar (GMPG) M Shoim Haris mengatakan Golkar sudah berada di titik nadir. Hal itu terlihat dari pemecatan dua kadernya Ahmad Doli Kurnia dan Yorrys Raweyai ""Kepemimpinan Setya Novanto dengan Idrus Marham sebagai Ketua Umum dan Sekjen telah berada pada titik nadir. Karenanya lanjut Shoim duet kepemimpinan Novanto."
Konflik Kepengurusan Partai,Jalur Hukum,Kegaduhan di tubuh partai Golkar bukan semakin surut justru semakin berkobar usai kemenangan Setya Novanto dalam praperadilan. Pasalnya praperadilan itu justru menimbulkan perlawanan di tengah masyarakat. pelan hingga terkubur dalam 'black hole'.
Konflik Kepengurusan Partai,Jalur Hukum,"Agung Laksono memastikan Partai Golkar tidak akan memecat kader lagi. Mereka juga sepakat untuk menyelenggarakan musyawarah nasional luar biasa sekitar bulan April 2016. Di tempat yang sama Aburizal mengatakan kepengurusan Partai Golkar saat ini yang sah adalah hasil Musyawarah Nasional di Riau tahun 2009 yang diperpanjang lagi selama enam bulan oleh Kementerian Hukum dan HAM. """
Konflik Kepengurusan Partai,Jalur Hukum,Inilah kelanjutan sengketa dualisme kepengurusan Partai Golkar antara Aburizal Bakrie dengan Agung Laksono. Dalam amar putusannya MA membatalkan putusan Pengadilan Tinggi Tata Usaha Negara (PTTUN) dan menguatkan putusan Pengadilan Tata Usaha Negara (PTUN) Jakarta. Sementara itu dalam hasil Munas Golkar tahun 2009 di Pekanbaru Riau Agung Laksono menjabat sebagai Wakil Ketua Umum.
Konflik Kepengurusan Partai,Jalur Hukum,"Ketua Umum Partai Golkar versi Munas Ancol Agung Laksono mengatakan bahwa dirinya dan kubu Aburizal Bakrie atau Ical sepakat untuk Islah selama Pemilihan Kepala Daerah Serentak (Pilkada). "" Pada kesempatan yang sama Agung menjelaskan proses islah pilkada ini akan disahkan di Gedung DPP Partai Golkar. "" Setelah itu ada proses hukum jalan terus"" kata Ical."
Konflik Kepengurusan Partai,Jalur Hukum,Jalan panjang dalam upaya penyelesaian sengketa internal Partai Golkar tampaknya menemui secercah harapan. Sebelum memberikan keterangan seputar pertemuan dan hasil perbincangan ketiganya lebih dulu diminta awak media untuk berfoto sambil bersalaman. Menurut Siti salah satu poin krusial dalam penyelenggaraan munas adalah penggunaan uang oleh pemodal.
Konflik Dukungan Capres,Musyawarah,Wakil Sekretaris Jenderal PDI Perjuangan Arif Wibowo menyatakan kader. P hendaknya tidak perlu meributkan urusan pencalonan presiden dan wakil presiden untuk Pemilihan Presiden 2024 mendatang. Soal capres itu kewenangan Ibu Ketua Umum dan itu diatur di anggaran dasar/anggaran rumah tangga partai.
