Jenis_Konflik,Mediasi,Final_Deskripsi_Summary
Konflik Dukungan Capres,Musyawarah,Politikus Teddy Sulistyo mengaku hanya mengonfirmasi soal pengunduran dirinya dari posisi Ketua Dewan Pimpinan Cabang (DPC) PDIP Kota Salatiga dan DPRD saat memenuhi panggilan Dewan Pimpianan Daerah (DPD) PDIP Jawa Tengah. Sekarang kok [Pacul] jadi Ketua DPD dengan gayanya asal nyebut ini Banteng ini Celeng.
Konflik Dukungan Capres,Tidak Ada,"Gubernur Jawa Tengah (Jateng) Ganjar Pranowo dan Ketua DPR Puan Maharani terlihat hangat bertegur sapa. Toh di PDI Perjuangan memang sudah menjadi keputusan bahwa nanti siapa yang akan maju dalam pilpres 2024 itu diputuskan oleh ketua umum"" tegas Puan."
Konflik Kepengurusan Partai,Jalur Hukum,Mahkamah Agung (MA) menolak kasasi yang diajukan oleh Partai Keadilan dan Persatuan Indonesia (PKPI) pimpinan Haris Sudarno. Ketua Mahkamah Partai PKPI Imam Anshori Salehmenuturkan putusan penolakan kasasi itu terdaftar dengan nomor 313KTUN2018.
Konflik Kepengurusan Partai,Jalur Hukum,"Dualisme kepemimpinan terjadi di Partai Keadilan dan Persatuan Indonesia (PKIP). Saya diangkat jadi pejabat sementara itu sudah tercatat di Kemenkum HAM sampai terbentuknya pengurus definitif KLB"" tuturnya."
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Keadilan dan Persatuan Indonesia (PKIP) bernasib seperti PPP dan Golkar terdahulu yang tersandung masalah dualisme kepemimpinan. Tak berselang lama Sabtu (278) PKPI di bawah Plt Monang juga menggelar kongres luar biasa di Hotel Millenium dan menunjuk AM Hendropriyono jadi ketum. """
Konflik Kepengurusan Partai,Jalur Hukum,"Ketua Komisi I DPR Mahfudz Siddiq menyampaikan bahwa Letjen TNI (Purn) Sutiyoso sudah mengajukan pengunduran diri sebagai Ketua Umum Partai Keadilan dan Persatuan Indonesia (PKPI). Sedangkan kala diajukan sebagai calon Kepala BIN Sutiyoso masih menjabat dalam partai politik. """
Konflik Kepengurusan Partai,Jalur Hukum,"Sebanyak 21 Dewan Pengurus Provinsi (DPP) Partai Keadilan dan Persatuan Indonesia (PKPI) Kubu Cut Meutia mencabut mandat terhadap Haris Sudarno dan Samuel Samson yang diserahkan pada Kongres Luar Biasa (KLB) di Hotel Grand Cempaka 24 Agustus lalu. Kami meminta Pak AM Hendropriyono untuk menyatukan seluruh element partai agar bisa islah bisa ikut pemilu berjuang untuk rakyat"" kata Ketua DPP PKPI Provinsi Sulawesi Utara Ronald H Pauner Kamis (2010)."
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Kebangkitan dan Persatuan Indonesia (PKPI) mengalami konflik internal sehingga melahirkan kepengurusan ganda. Sutiyoso yang juga mantan ketua umum PKPI ini berharap kedua kubu bisa bersatu kembali. """
Konflik Kepengurusan Partai,Jalur Hukum,Partai politik kembali terpecah menjadi dua kubu. Khusus PKPI awal mula perpecahan terjadi karena sang ketua umum Sutiyoso ditunjuk sebagai kepala badan Intelijen Negara (BIN).
Konflik Kepengurusan Partai,Jalur Hukum,Isran Noor ditunjuk menjadi Plt ketua umum Partai Keadilan dan Persatuan Indonesia (PKIP) menggantikan Sutiyoso yang dipercaya menjadi Kepala badan Intelijen Negara (BIN). Pecat sana sini seenaknya pecat Sekjen tanpa proses itu sudah berjalan sejak Desember.
Konflik Kepengurusan Partai,Jalur Hukum,"Sekretaris Jenderal Partai Keadilan dan Persatuan Indonesia (PKPI) DR Imam Anshori Saleh menyatakan tidak ada kepengurusan lain di partainya selain kubu AM Hendropriyono. Kepengurusan partai politik disahkan melalui SK Menkumham bukan oleh putusan PTUN"" ujar Imam dalam keterangannya Minggu (256)."
Konflik Kepengurusan Partai,Jalur Hukum,Konflik internal melanda di tubuh Partai Keadilan dan Persatuan Indonesia (PKIP). Ketua Umum PKPI Mayjen (Purn) Haris Sudarno mengaku bila kubunya yang sah dalam pengurusan partai.
Konflik Kepengurusan Partai,Jalur Hukum,"Ketua Umum Partai Keadilan dan Persatuan Indonesia (PKPI) versi kongres luar biasa di Hotel Grand Cempaka Haris Sudarno menganggap Ketua Dewan Penasihat PKPI Try Sutrisno telah menyalahi aturan partai terkait penyelenggaraan KLB di Hotel Millenium dan menunjuk AM Hendropriyono menjadi ketum PKPI. "" Terkait dualisme kepemimpinan PKPI Haris mengklaim KLB versinya lah yang diakui Kemenkum HAM."
Konflik Kepengurusan Partai,Jalur Hukum,Partai Keadilan dan Persatuan Indonesia (PKIP) terpecah menjadi dua kubu. Mantan Ketua Umum PKPI Sutiyoso berharap dualisme kepemimpinan ini bisa segera dicarikan jalan keluarnya.
Konflik Kepengurusan Partai,Jalur Hukum,Kisruh dualisme kepengurusan di tubuh Partai Keadilan dan Persatuan Indonesia (PKPI) telah berakhir. Keputusan itu mengakui keabsahan kepengurusan PKPI dengan Ketua Umum Hendropriyono dan Sekretaris Jenderal Imam Anshori Saleh.
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Keadilan dan Persatuan Indonesia (PKPI) pimpinan Haris Sudarno muncul usai PKPI pimpinan Hendropriyono lolos sebagai peserta pemilu 2019. Salah satunya Anggota Dewan Pertimbangan Presiden (Wantimpres) Jenderal TNI (Purn) Subagyo Hadi Siswoyo dan Muhammad Yusuf Kartanegara. """
Konflik Kepengurusan Partai,Jalur Hukum,Partai Keadilan dan Persatuan Indonesia (PKPI) pimpinan Hendropriyono telah sah menjadi peserta pemilu 2019 usai memenangkan gugatan di PTUN. Kali ini dari PKPI kubu Haris Sudarno yang memandang dualisme di partai belum berakhir.
Konflik Kepengurusan Partai,Jalur Hukum,Mahkamah Agung (MA) menolak kasasi yang diajukan oleh Partai Keadilan dan Persatuan Indonesia (PKPI) pimpinan Haris Sudarno. Ketua Mahkamah Partai PKPI Imam Anshori Salehmenuturkan putusan penolakan kasasi itu terdaftar dengan nomor 313KTUN2018.
Konflik Kepengurusan Partai,Jalur Hukum,"Sekjen Partai Keadilan dan Persatuan Indonesia (PKPI) Imam Anshori Saleh mempersoalkan Haris Sudarno dkk yang masih mengklaim sebagai pengurus sah partai yang didirikan Try Sutrisno dan mendiang Edi Sudradjat itu. Bahkan KPU sudah menetapkan PKPI pimpinan Hendropriyono sebagai peserta Pemilu 2019 dengan nomor urut 20. """
Konflik Kepengurusan Partai,Jalur Hukum,Sinyalemen perpecahan di tubuh Partai Keadilan dan Persatuan Indonesia (PKPI) terlihat. Sinyalemen itu terlihat dari adanya dua kepemimpinan di PKPI yang terpilih melalui forum berbeda.
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Keadilan dan Persatuan Indonesia (PKPI) pimpinan Haris Sudarno menggugat KPU karena disangka melakukan pelanggaran administrasi. Sementara nyata sebagai pengurus yang sah dari DPN seharusnya menjadi hak dan kewenangan pelapor (Haris Sudarno)"" ucap Fritz."
Konflik Kepengurusan Partai,Jalur Hukum,"KETUA Umum Partai Keadilan dan Persatuan (PKP) Indonesia Haris Sudarno menegaskan dualisme kepemimpinan tidak boleh terjadi di tubuh PKP Indonesia. Harus ada kebersamaan untuk islah"" ujar Haris kepada wartawan di Kantor Dewan Pimpinan Nasional (DPN) PKP Indonesia Jalan Cut Meutia Nomor 18 Menteng Jakpus Sabtu (3/9)."
Konflik Kepengurusan Partai,Jalur Hukum,Partai Keadilan dan Persatuan Indonesia (PKPI) kubu AM Hendropriyono makin di atas angin setelah Pengadilan Tinggi Tata Usaha Negara (PT TUN) DKI Jakarta memenangkan mereka dalam sengketa kepengurusan internal berhadapan dengan PKPI kubu Haris Sudarno. Imam menambahkan PKPI pimpinan Hendro juga sudah memperoleh pengakuan dari Komisi Pemilihan Umum (KPU) dan Bawaslu.
Konflik Kepengurusan Partai,Jalur Hukum,"Ketua Umum Partai Keadilan dan Persatuan Indonesia (PKPI) Haris Sudarno menekankan partainya hingga saat ini masih mengalami dualisme kepengurusan. "" Namun tidak atau belum diberikan dengan alasan saat itu PKPI masih terjadi dualisme kepengurusan."
Konflik Kepengurusan Partai,Jalur Hukum,"Mahkamah Agung (MA) menolak permohonan kasasi yang dilayangkan Partai Keadilan dan Persatuan Indonesia (PKPI) kubu Haris Sudarno terhadap kubu AM Hendropriyono. Selama ini pun pemerintah maupun Komisi Pemilihan Umum hanya mengakui PKPI di bawah Pak Hendro dan menyatakan sebagai peserta Pemilu 2019"" kata Imam."
Konflik Kepengurusan Partai,Jalur Hukum,"idJakarta: Kongres Luar Biasa (KLB) Partai Keadilan dan Persatuan Indonesia (PKPI) menetapkan Mayjen TNI (Purn) Haris Sudarno sebagai Ketua PKPI periode lima tahun mendatang. KLB ini juga tindak lanjut dari surat dari Kementerian Hukum dan HAM agar menghasilkan kepimimpinan yang solid dan pengurus baru mampu merangkul serta memperbaiki kecacatan PKPI di seluruh Indonesia"" katanya Minggu (2882016)."
Konflik Kepengurusan Partai,Jalur Hukum,Pakar Hukum Tata Negara Dr. Margarito Kamis menilai tepat pemberian surat keputusan Menkumham kepada Ketua Umum Partai Keadilan dan Persatuan (PKPI) Prof Dr AM Hendropriyono karena telah melalui Kongres Luar Biasa (KLB) yang memenuhi syarat. Jika syarat tidak terpenuhi maka kongres tersebut tidak sah dan apa yang dihasilkan tidak memiliki kekuatan hukum kata Margarito saat didengar sebagai ahli dalam sidang di PTUN Jakarta Rabu (3/5/2017).
Konflik Kepengurusan Partai,Jalur Hukum,Pengadilan Tata Usaha Negara (PTUN) mengabulkan gugatan Partai Keadilan dan Persatuan Indonesia (PKPI) Pimpinan Ketua Umum Haris Sudarno dan Sekjen Semuel Samson. Pada keputusan akhir perkara No 308/G/2016/PTUN-JKT ini majelis menyatakan membatalkan kedua obyek sengketa tersebut.
Konflik Kepengurusan Partai,Jalur Hukum,Kubu Haris Sudarno Muncul Dualisme Kepengurusan PKPI Belum Berakhir Di tengah euforia lolosnya Partai Keadilan dan Persatuan Indonesia (PKPI) pimpinan Hendropriyono menjadi peserta Pemilu 2019 masalah perpecahan kembali mencuat di tubuh partai itu. Ketua Umum di kubu yang lain Haris Sudarno menegaskan dualisme PKPI belum berakhir.
Konflik Kepengurusan Partai,Jalur Hukum,Di tengah euforia lolosnya Partai Keadilan dan Persatuan Indonesia (PKPI) pimpinan Hendropriyono menjadi peserta Pemilu 2019 masalah perpecahan kembali mencuat di tubuh partai itu. Ketua Umum di kubu yang lain Haris Sudarno menegaskan dualisme PKPI belum berakhir.
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Keadilan dan Persatuan Indonesia (PKPI) kubu kepengurusan Haris Sudarno menolak bergabung di bawah pimpinan Hendropriyono. Proses hukum melalui kasasi putusan PTUN dan menggugat ke pengadilan negeri pun masih berlangsung. """
Konflik Kepengurusan Partai,Jalur Hukum,Jakarta  Di tengah euforia lolosnya Partai Keadilan dan Persatuan Indonesia (PKPI) pimpinan Hendropriyono menjadi peserta Pemilu 2019 masalah perpecahan kembali mencuat di tubuh partai itu. Ketua Umum di kubu yang lain Haris Sudarno menegaskan dualisme PKPI belum berakhir.
Konflik Kepengurusan Partai,Jalur Hukum,Partai Keadilan dan Persatuan Indonesia (PKPI) masih dilanda konflik kepengurusan meski telah ditetapkan sebagai peserta Pemilu 2019 dengan nomor urut 20. Tidak berhenti sampai di situ PKPI Haris Sudarno kemudian mengajukan kasasi atas putusan banding PTUN ke Mahkamah Agung.
Konflik Kepengurusan Partai,Jalur Hukum,Partai Keadilan dan Persatuan Indonesia bergejolak. Hendro pernah menjadi orang penting di Kopassus dan memimpin badan telik sandi pada era pemerintahan Megawati Soekarnoputri.
Konflik Kepengurusan Partai,Jalur Hukum,Partai Keadilan dan Persatuan Indonesia (PKPI) masih dilanda konflik kepengurusan meski telah ditetapkan sebagai peserta Pemilu 2019 dengan nomor urut 20. Tidak berhenti sampai di situ PKPI Haris Sudarno kemudian mengajukan kasasi atas putusan banding PTUN ke Mahkamah Agung.
Konflik Kepengurusan Partai,Jalur Hukum,Kepengurusan Partai Keadilan dan Persatuan Indonesia pimpinan Ketua Umum Haris Sudarno dan Sekretaris Jenderal Semuel Samson menuding Menteri Hukum dan HAM melecehkan proses peradilan yang sedang berlangsung. Namun anehnya Menkumham kembali mengeluarkan tentang Perubahan Susunan Kepengurusan DPN PKP Indonesia Periode 2016-2021 pada tanggal 10 Januari 2017 yang bertepatan dengan sidang kedua perkara 308 kemarin kata Haris Sudarno di sela sidang perkara Gugatan di PTUN Jakarta Kamis 12 Januari 2017.
Konflik Kepengurusan Partai,Jalur Hukum,"Gugatan Haris Sudarno terhadap Partai Keadilan dan Persatuan Indonesia kandas di Pengadilan Negeri Jakarta Pusat Rabu 18 April 2018. Dengan putusan PTUN itu PKPI berhak menjadi peserta Pemilu 2019 dengan nomor peserta 20"" demikian Imam yang juga pernah menjadi Wakil Ketua Komisi Yudisial tersebut."
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Keadilan dan Persatuan Indonesia (PKPI) pimpinan AM Hendropriyono telah ditetapkan Komisi Pemilihan Umum menjadi partai politik peserta Pemilu 2019 dengan nomor urut 20. Sebab kongres luar biasa yang dilakukan mereka dianggap tidak mengikuti AD/ART yang ada di PKPI. """
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Keadilan dan Persatuan Indonesia (PKPI) pimpinan AM Hendropriyono telah ditetapkan Komisi Pemilihan Umum menjadi partai politik peserta Pemilu 2019 dengan nomor urut 20. Sebab kongres luar biasa yang dilakukan mereka dianggap tidak mengikuti AD/ART yang ada di PKPI. """
Konflik Kepengurusan Partai,Jalur Hukum,"Gugatan Haris Sudarno terhadap Partai Keadilan dan Persatuan Indonesia kandas di Pengadilan Negeri Jakarta Pusat Rabu 18 April 2018. Dengan putusan PTUN itu PKPI berhak menjadi peserta Pemilu 2019 dengan nomor peserta 20"" demikian Imam yang juga pernah menjadi Wakil Ketua Komisi Yudisial tersebut."
Konflik Kepengurusan Partai,Jalur Hukum,"Mantan Ketua Umum Partai Keadilan dan Persatuan Indonesia (PKPI) Sutiyoso mengatakan dirinya tak ikut campur terkait dualisme yang terjadi di PKPI. Mantan gubernur DKI Jakarta ini mengatakan seharusnya kubu Hendropriyono dan Haris Sudarno bersatu untuk menghadapi Pemilu 2019. """
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Keadilan dan Persatuan Indonesia (PKPI) kubu Ketua Umum Haris Sudarno menyatakan masih terdapat dualisme di PKPI. Selain itu Haris juga menyinggung soal pernyataan Hendropriyono yang ingin mundur sebagai ketua umun partai setelah berhasil mengantarkan PKPI sebagai peserta Pemilu tahun 2019. """
Konflik Kepengurusan Partai,Jalur Hukum,Dualisme kepemimpinan Partai Keadilan dan Persatuan Indonesia (PKPI) tampaknya bakal berlanjut. Sementara itu Wakil Sekjen Depinas PKPI Ali Husni mengatakan pihaknya sangat berharap masalah dualisme kepemimpinan ini dapat diselesaikan lewat cara islah.
Konflik Kepengurusan Partai,Jalur Hukum,Sinyalemen perpecahan di tubuh Partai Keadilan dan Persatuan Indonesia (PKPI) terlihat. Pada Kongres Luar Biasa PKPI yang digelar di Hotel Millenium Jakarta pada Sabtu 27 Agustus 2016 malam AM Hendropriyono dinyatakan terpilih memimpin partai tersebut.
Konflik Kepengurusan Partai,Jalur Hukum,Mantan Kepala Badan Intelijen Negara (BIN) Abdullah Makhmud (AM) Hendropriyono membeberkan alasan dirinya merebut posisi Ketua Umum Partai Keadilan dan Persatuan Indonesia (PKPI). Keprihatinan melihat PKPI semakin meredup menjadi alasan dirinya merebut posisi orang nomor satu di partai yang didirikan Sutiyoso itu.
Konflik Kepengurusan Partai,Jalur Hukum,Partai Keadilan dan Persatuan Indonesia bergejolak. Hendro pernah menjadi orang penting di Kopassus dan memimpin badan telik sandi pada era pemerintahan Megawati Soekarnoputri.
Konflik Kepengurusan Partai,Jalur Hukum,"Partai Keadilan dan Persatuan Indonesia (PKPI) tidak lolos sebagai peserta Pemilu 2019. Mantan Kepala BIN itu juga menyebut dualisme kepengurusan jadi alasan PKPI tidak lolos sebagai peserta Pemilu 2019. """
Konflik Kepengurusan Partai,Jalur Hukum,"Jenderal (purn) AM Hendropriyono dan Mayjen (purn) Haris Sudarno sama-sama mengklaim sebagai ketua umum PKPI. Pada Rapimnas itu diputuskan Isran Noor diberhentikan secara sah sebagai ketua umum PKPI dan digantikan oleh Haris yang menjabat Plt ketua umum. """
Konflik Kepengurusan Partai,Jalur Hukum,AM Hendropriyono resmi pamit dari kursi Ketua Umum Partai Keadilan Persatuan Indonesia (PKPI). Ketum PKPI versi Kongres Hotel Cempaka Haris Sudarno menyebut secara umum PKPI masih terjadi dualisme di tubuh partai.
Konflik Kepengurusan Partai,Jalur Hukum,Jenderal (Purn) Hendropriyono dan Mayjen (Purn) Haris Sudarno saling klaim kursi Ketum PKPI. Mantan Kepala BIN Jenderal (purn) AM Hendropriyono dan Mayjen TNI (purn) Haris Sudarno terpilih menjadi ketua umum PKPI dalam dua kongres yang berbeda.
Konflik Kepengurusan Partai,Jalur Hukum,"AM Hendropriyono menegaskan dialah Ketum PKPI yang sah. Hendro menyebut ada dua orang yang menjadikan PKPI ini partai kecil alias 'partai guram'. """
Konflik Caleg,Keputusan Pimpinan,Jakarta  Pengadilan Negeri Jakarta Selatan (PN Jaksel) hari ini akan menggelar sidang gugatan yang diajukan oleh mantan caleg Gerindra Sigit Ibnugroho Saraspromo terhadap Mulan Jameela dan kawankawan. Sementara itu berdasarkan informasi website PN Jaksel ada dua perkara perdata yang diajukan Sigit.
Konflik Caleg,Keputusan Pimpinan,"Dewan Pimpinan Pusat (DPP) Partai Gerindra akan digugat karena telah meloloskan Mulan Jameela dan tiga calon anggota legislatif (caleg) tingkat DPR RI lainnya untuk menggantikan lima nama yang sebelumnya telah dinyatakan terpilih. DPP Gerindra sudah melaksanakan putusan PN Jaksel dan menyurati KPU yang kemudian KPU sudah mengeluarkan putusannya"" kata Andre kepada Sabtu (21/9)."
Konflik Caleg,Keputusan Pimpinan,"Hakim Pengadilan Negeri Jakarta Selatan (PN Jaksel) mengabulkan gugatan yang diajukan oleh Mulan Jameela dan delapan calon legislatif lainnya terhadap Partai Gerindra. Dua menyatakan tergugat I dan tergugat II berhak untuk menetapkan para penggugat sebagai anggota legislatif dari Partai Gerindra untuk daerah pemilihan masing-masing"" ujar Hakim Zulkifli dalam persidangan Senin (26/8)."
Konflik Caleg,Keputusan Pimpinan,"Anggota Majelis Kehormatan Partai Gerindra Habiburokhman menjelaskan terkait kewenangan pihaknya saat dihadirkan sebagai saksi dalam sidang lanjutan gugatan sejumlah calon anggota legislatif (caleg) Partai Gerindra termasuk Mulan Jameela di Pengadilan Negeri Jakarta Selatan (PN Jaksel) Rabu (14/8). Kalau soal menetapkan caleg terpilih Majelis Kehormatan merasa enggak ada kewenangan karena itu hak [Ketua] Dewan Pembina"" kata Habiburokhman saat bersaksi di PN Jaksel pada Rabu (14/8)."
Konflik Caleg,Keputusan Pimpinan,"Sidang gugatan sejumlah calon legislatif Gerindra terhadap Dewan Pimpinan Pusat Gerindra dan Dewan Pembina Gerindra seharusnya memasuki putusan pada hari ini (12/8). Setelah mendengarkan jawaban itu Hakim Zulkifli menetapkan pada Rabu (14/8) akan dilanjutkan sidang dengan agenda saksi tambahan. """
Konflik Caleg,Keputusan Pimpinan,Calon Legislatif Partai Gerindra dari Dapil III DKI Jakarta Kamrussamad mencabut permohonan intervensi sebagai pihak tergugat dalam sidang perdata caleg menuntut Partai Gerindra. Pencabutan gugatan intervensi itu juga telah disetujui oleh para pihak penggugat seperti Mulan Jameela dan beberapa caleg Gerindra lain.
Konflik Caleg,Keputusan Pimpinan,"Mahkamah Konstitusi (MK) menolak gugatan sengketa pileg yang diajukan caleg Partai Gerindra dapil Jawa Timur I Bambang Haryo Soekarto terkait hasil penetapan suara rekan sesama caleg dari Gerindra Rahmat Muhajirin. Alasan hukum posita dan petitum tidak bersesuaian"" ujar Ketua Panel Hakim I Anwar Usman saat membacakan putusan di ruang sidang MK Jakarta Senin (22/7)."
Konflik Caleg,Keputusan Pimpinan,Sidang lanjutan gugatan 14 caleg Gerindra terhadap Dewan Pimpinan Pusat Gerindra dan Dewan Pembina Partai (DPP) Gerindra ditunda lantaran perlu adanya perbaikan permohonan dari penggugat. Pihak intervensi ini adalah Caleg DPR RI Dapil III DKI Jakarta Kamrussamad yang merasa menjadi pihak terkait karena di dapilnya menang berdasarkan jumlah suara.
Konflik Caleg,Keputusan Pimpinan,Komisi Pemilihan Umum (KPU) membantah terjadi pengurangan suara terhadap calon anggota legislatif Partai Gerindra dari dapil DKI III Rahayu Saraswati Djojohadikusumo. Hal ini terkait gugatan sengketa Pileg 2019 keponakan Prabowo Subianto itu ke Mahkamah Konstitusi yang mengklaim kehilangan 4.
Konflik Caleg,Keputusan Pimpinan,Komisioner Komisi Pemilihan Umum (KPU) Wahyu Setiawan menilai gugatan 13 kader Partai Gerindra ke Pengadilan Negeri Jakarta Selatan terkait penetapan calon anggota legislatif terpilih oleh Gerindra salah alamat. Wahyu mengkritik langkah Mulan cs tersebut karena sudah seharusnya gugatan sengketa hasil pemilu diajukan kepada Mahkamah Konstitusi (MK).
Konflik Caleg,Keputusan Pimpinan,Wakil Ketua Umum Partai Gerindra Sufmi Dasco Ahmad menjelaskan seputar gugatan artis Mulan Jameela bersama 13 kader Gerindra ke Pengadilan Negeri Jakarta Selatan terkait penetapan calon anggota legislatif terpilih. Dalam berkas gugatan di situs PN Jaksel terdapat juga nama Rahayu Saraswati D. Djojohadikusumo sebagai salah satu penggugat.
Konflik Caleg,Keputusan Pimpinan,Artis Mulan Jameela bersama 13 kader Gerindra mengajukan gugatan perdata kepada kepada Dewan Pimpinan Pusat Gerindra dan Dewan Pembina Partai Gerindra yang dipimpin Prabowo Subianto. Dalam berkas gugatan di situs PN Jaksel terdapat juga nama Rahayu Saraswati D Djojohadikusumo sebagai salah satu penggugat.
Konflik Caleg,Keputusan Pimpinan,Calon anggota legislatif (caleg) dari Partai Gerindra Mulan Jameela diputuskan lolos menjadi anggota DPR RI periode 2019-2024. Selain Mulan keputusan KPU itu juga menukar tiga caleg Gerindra dari tiga dapil berbeda yang lolos ke Senayan.
Konflik Caleg,Keputusan Pimpinan,"Sebanyak 14 calon anggota legislatif dari Partai Gerindra menggugat partainya ke Pengadilan Negeri Jakarta Selatan. Oleh sebab itu ketika permohonan diajukan ke pengadilan ia langsung menarik diri dari daftar penggugat. """
Konflik Caleg,Keputusan Pimpinan,Fahrul Rozi mengaku tidak tahu posisinya digantikan oleh Mulan Jameela sebagai anggota DPR terpilih. Namun Fahrul ternyata juga dipecat Gerindra sehingga digantikan oleh Mulan yang merupakan peraih suara terbanyak di bawah Fahrul.
Konflik Caleg,Keputusan Pimpinan,Peluang kader Partai Gerindra Mulan Jameela untuk menjadi anggota DPR tampaknya akan semakin terbuka lebar. Surat itu bernomor 023A/BHA-DPPGERINDRA/IX/2019 tertanggal 11 September 2019 perihal penjelasan kedua soal langkah administrasi pelaksanaan putusan PN Jaksel nomor 520/Pdt/Sus.
Konflik Caleg,Keputusan Pimpinan,"Politisi Gerindra Ervin Luthfi menggugat keputusan Komisi Pemilihan Umum (KPU) yang meloloskan artis penyanyi Mulan Jameela sebagai anggota DPR terpilih periode 2019-2024. KPU juga telah mengklarifikasi kepada Partai Gerindra terkait surat keputusan pemberhentian Ervin Luthfi yang digantikan Mulan Jameela"" kata komisioner KPU Evi Novida Ginting Sabtu (21/9/2019)."
Konflik Caleg,Keputusan Pimpinan,"Wakil Ketua Umum Partai Gerindra Sufmi Dasco Ahmad menegaskan ditetapkannya Mulan Jameela sebagai anggota DPR sudah sesuai dengan putusan Pengadilan Negeri Jakarta Selatan dalam sengketa perdata khusus parpol Nomor 520 tahun 2019. Putusan itu mengabulkan gugatan beberapa kader Gerindra salah satunya Mulan Jameela terhadap Gerindra dan KPU sebagai tergugat. """
Konflik Caleg,Keputusan Pimpinan,"Ditetapkannya penyanyi Mulan Jameela sebagai anggota DPR terpilih periode 2019-2024 dari Partai Gerindra mengorbankan sejumlah kader partai besutan Prabowo Subianto itu yang telah berkontestasi pada Pemilu 2019. Kami perlu tegaskan jika kami senantiasa taat asas dan patuh pada ketentuan hukum yang berlaku"" kata Anggota Komisi III DPR ini."
Konflik Caleg,Keputusan Pimpinan,"Pengacara politisi Gerindra Ervin Luthfi Amin Fahrudin menilai keputusan DPP Gerindra yang memberhentikan kliennya adalah tindakan sewenang-wenang. KPU juga telah mengklarifikasi kepada Partai Gerindra terkait surat keputusan pemberhentian Ervin Luthfi yang digantikan Mulan Jameela"" kata komisioner KPU Evi Novida Ginting Sabtu (21/9/2019)."
Konflik Caleg,Keputusan Pimpinan,"Komisi Pemilihan Umum (KPU) tak wajib menetapkan Mulan Jameela dan kawan-kawan sebagai anggota legislatif terpilih meskipun Pengadilan Negeri Jakarta Selatan mengabulkan gugatan Mulan Jameela dan kawan-kawan. Menyatakan Tergugat I dan Tergugat II berhak untuk menetapkan para penggugat sebagai anggota legislatif dari partai gerindra untuk daerah pemilihan masing-masing"" kata Hakim Ketua Zulkifli."
Konflik Caleg,Keputusan Pimpinan,"Kuasa Hukum Komisi Pemilihan Umum (KPU) Setya Indra Arifin menyerahkan putusan Pengadilan Negeri Jakarta Selatan yang mengabulkan gugatan sembilan caleg Partai Gerindra ke internal partai. Menurut Setya Gerindra bisa saja memasukkan nama-nama caleg tersebut melalui mekanisme pergantian antar waktu setelah anggota legislatif hasil Pemilu 2019 telah dilantik. ""("
Konflik Caleg,Keputusan Pimpinan,Sidang gugatan perdata sembilan calon anggota legislatif Partai Gerindra dijadwalkan akan digelar di Pengadilan Negeri Jakarta Selatan hari ini Rabu (14/8/2019). Namun pembacaan ditunda karena pihak penggugat ingin mengajukan saksi.
Konflik Caleg,Keputusan Pimpinan,Sembilan calon anggota legislatif Partai Gerindra yang mengajukan gugatan perdata terhadap partainya sendiri berencana menghadirkan dua saksi fakta dalam sidang berikutnya. Yunico mengatakan pihaknya akan menghadirkan saksi sesaat sebelum pembacaan putusan pada sidang di PN Jaksel hari ini.
Konflik Caleg,Keputusan Pimpinan,Sidang lanjutan gugatan 14 calon anggota legislatif (caleg) Partai Gerindra terhadap partainya di Pengadilan Negeri Jakarta Selatan ditunda. Seperti diketahui salah satu gugatan ke-14 caleg adalah permintaan supaya Dewan Pimpinan Pusat (DPP) Partai Gerindra memiliki hak untuk menetapkan mereka sebagai anggota legislatif terpilih.
Konflik Caleg,Keputusan Pimpinan,Sebanyak 5 dari 14 caleg Gerindra yang mengajukan gugatan terhadap partainya melalui Pengadilan Negeri Jakarta Selatan mencabut gugatan mereka. Adapun 5 orang yang mencabut gugatan tersebut yaitu Rahayu Saraswati Li Claudia Chandra Prasetyo Hadi Bernas Yuniarta dan Seppaiga.
Konflik Caleg,Keputusan Pimpinan,"Kuasa hukum yang mewakili 14 caleg Partai Gerindra yang mengajukan sengketa perdata terhadap partainya Yunico Syahrir menyebut bahwa kliennya tetap melakukan mediasi dengan partai yang dipimpin Prabowo Subianto itu. Yunico menyatakan kedua belah pihak tetap melakukan mediasi karena masih tergabung dalam organisasi yang sama yaitu Partai Gerindra. """
Konflik Caleg,Keputusan Pimpinan,"Kuasa hukum 14 caleg Partai Gerindra yang mengajukan sengketa perdata terhadap partainya Yunico Syahrir menyebut bahwa gugatan perdata yang dilayangkan klien-kliennya merupakan hal kecil. Ia justru mengamini penjelasan Wakil Ketua Umum Partai Gerindra Sufmi Dasco terkait gugatan tersebut. """
